pictureID,max_individual,num_annotators,num_pic_meas,expected_num_meas
A00000003356.jpg,1.0,3,6.0,2.0
A00000012427.jpg,15.0,3,90.0,30.0
A00000012429.jpg,21.0,3,126.0,42.0
A00000012430.jpg,13.0,3,78.0,26.0
A00000012431.jpg,21.0,3,126.0,42.0
A00000012432.jpg,15.0,3,88.0,29.333333333333332
A00000012433.jpg,18.0,3,108.0,36.0
A00000012434.jpg,10.0,3,60.0,20.0
A00000012435.jpg,11.0,3,66.0,22.0
A00000012436.jpg,19.0,3,114.0,38.0
A00000012920.jpg,30.0,3,180.0,60.0
A00000012923.jpg,20.0,3,120.0,40.0
A00000012924.jpg,32.0,3,192.0,64.0
A00000012961.jpg,21.0,3,126.0,42.0
A00000032878.jpg,12.0,3,72.0,24.0
A00000032895.jpg,10.0,3,60.0,20.0
A00000032912.jpg,16.0,3,96.0,32.0
A00000032929.jpg,13.0,3,78.0,26.0
A00000032963.jpg,18.0,3,108.0,36.0
A00000032979.jpg,22.0,3,132.0,44.0
A00000032996.jpg,11.0,3,66.0,22.0
A00000033569.jpg,52.0,3,312.0,104.0
A00000033570.jpg,14.0,3,84.0,28.0
A00000033571.jpg,75.0,3,450.0,150.0
A00000033572.jpg,11.0,3,66.0,22.0
A00000033573.jpg,10.0,3,60.0,20.0
A00000033584.jpg,30.0,3,180.0,60.0
A00000033585.jpg,16.0,3,96.0,32.0
A00000033586.jpg,11.0,3,66.0,22.0
A00000033587.jpg,14.0,3,84.0,28.0
A00000033588.jpg,32.0,3,192.0,64.0
A00000033589.jpg,11.0,3,66.0,22.0
A00000033590.jpg,11.0,3,66.0,22.0
A00000033601.jpg,30.0,3,180.0,60.0
A00000033603.jpg,20.0,3,120.0,40.0
A00000033604.jpg,13.0,3,78.0,26.0
A00000033605.jpg,21.0,3,126.0,42.0
A00000033606.jpg,10.0,3,60.0,20.0
A00000033607.jpg,10.0,3,60.0,20.0
A00000033618.jpg,12.0,3,72.0,24.0
A00000033619.jpg,19.0,3,114.0,38.0
A00000033620.jpg,12.0,3,72.0,24.0
A00000033621.jpg,35.0,3,210.0,70.0
A00000033622.jpg,13.0,3,78.0,26.0
A00000033623.jpg,18.0,3,108.0,36.0
A00000033624.jpg,15.0,3,90.0,30.0
A00000033635.jpg,11.0,3,66.0,22.0
A00000033636.jpg,61.0,3,366.0,122.0
A00000033637.jpg,19.0,3,114.0,38.0
A00000033638.jpg,19.0,3,114.0,38.0
A00000033639.jpg,13.0,3,78.0,26.0
A00000033640.jpg,11.0,3,66.0,22.0
A00000033641.jpg,15.0,3,90.0,30.0
A00000033651.jpg,24.0,3,144.0,48.0
A00000033652.jpg,17.0,3,102.0,34.0
A00000033653.jpg,38.0,3,228.0,76.0
A00000033654.jpg,14.0,3,84.0,28.0
A00000033655.jpg,12.0,3,72.0,24.0
A00000033656.jpg,31.0,3,186.0,62.0
A00000033657.jpg,10.0,3,60.0,20.0
A00000033658.jpg,10.0,3,60.0,20.0
A00000033668.jpg,13.0,3,78.0,26.0
A00000033669.jpg,10.0,3,60.0,20.0
A00000033670.jpg,13.0,3,78.0,26.0
A00000033671.jpg,12.0,3,72.0,24.0
A00000033672.jpg,12.0,3,72.0,24.0
A00000033673.jpg,20.0,3,120.0,40.0
A00000033674.jpg,21.0,3,126.0,42.0
A00000033675.jpg,24.0,3,144.0,48.0
A00000033686.jpg,15.0,3,90.0,30.0
A00000033687.jpg,28.0,3,168.0,56.0
A00000033688.jpg,19.0,3,114.0,38.0
A00000033689.jpg,10.0,3,60.0,20.0
A00000033690.jpg,11.0,3,66.0,22.0
A00000033691.jpg,20.0,3,120.0,40.0
A00000033692.jpg,17.0,3,102.0,34.0
A00000034537.jpg,17.0,3,102.0,34.0
A00000034541.jpg,10.0,3,60.0,20.0
A00000034542.jpg,13.0,3,78.0,26.0
A00000034543.jpg,14.0,3,82.0,27.333333333333332
A00000034545.jpg,12.0,3,72.0,24.0
A00000034547.jpg,11.0,3,66.0,22.0
A00000034551.jpg,20.0,3,120.0,40.0
A00000034553.jpg,11.0,3,66.0,22.0
A00000034554.jpg,24.0,3,144.0,48.0
A00000034555.jpg,13.0,3,78.0,26.0
A00000034556.jpg,12.0,3,72.0,24.0
A00000034557.jpg,11.0,3,66.0,22.0
A00000034558.jpg,35.0,3,210.0,70.0
A00000034559.jpg,10.0,3,60.0,20.0
A00000034561.jpg,9.0,3,54.0,18.0
A00000034562.jpg,16.0,3,96.0,32.0
A00000034563.jpg,15.0,3,90.0,30.0
A00000034564.jpg,12.0,3,72.0,24.0
A00000034565.jpg,35.0,3,210.0,70.0
A00000034567.jpg,21.0,3,126.0,42.0
A00000034568.jpg,21.0,3,126.0,42.0
A00000034569.jpg,16.0,3,96.0,32.0
A00000043621.jpg,16.0,3,96.0,32.0
A00000043638.jpg,24.0,3,144.0,48.0
A00000044093.jpg,14.0,3,84.0,28.0
A00000044094.jpg,12.0,3,72.0,24.0
A00000044187.jpg,1.0,3,6.0,2.0
A00000044566.jpg,11.0,3,66.0,22.0
A00000044567.jpg,10.0,3,60.0,20.0
A00000045134.jpg,29.0,3,174.0,58.0
A00000046069.jpg,15.0,3,90.0,30.0
A00000046070.jpg,32.0,3,192.0,64.0
A00000046071.jpg,20.0,3,120.0,40.0
A00000046072.jpg,19.0,3,114.0,38.0
A00000046073.jpg,13.0,3,78.0,26.0
A00000046074.jpg,16.0,3,96.0,32.0
A00000046075.jpg,1.0,3,6.0,2.0
A00000046076.jpg,18.0,3,108.0,36.0
A00000046077.jpg,10.0,3,60.0,20.0
A00000046078.jpg,11.0,3,66.0,22.0
A00000046079.jpg,10.0,3,60.0,20.0
A00000046080.jpg,29.0,3,174.0,58.0
A00000046081.jpg,24.0,3,144.0,48.0
A00000046082.jpg,12.0,3,72.0,24.0
A00000046086.jpg,11.0,3,66.0,22.0
A00000046087.jpg,15.0,3,90.0,30.0
A00000046088.jpg,19.0,3,114.0,38.0
A00000046089.jpg,10.0,3,60.0,20.0
A00000046090.jpg,13.0,3,78.0,26.0
A00000046091.jpg,13.0,3,78.0,26.0
A00000046092.jpg,14.0,3,84.0,28.0
A00000046093.jpg,15.0,3,90.0,30.0
A00000046094.jpg,26.0,3,156.0,52.0
A00000046095.jpg,11.0,3,66.0,22.0
A00000046096.jpg,11.0,3,66.0,22.0
A00000046097.jpg,23.0,3,138.0,46.0
A00000046098.jpg,10.0,3,60.0,20.0
A00000046099.jpg,14.0,3,84.0,28.0
A00000046100.jpg,16.0,3,96.0,32.0
A00000046101.jpg,14.0,3,84.0,28.0
A00000046102.jpg,23.0,3,138.0,46.0
A00000046103.jpg,21.0,3,126.0,42.0
A00000046104.jpg,28.0,3,168.0,56.0
A00000046105.jpg,10.0,3,60.0,20.0
A00000046106.jpg,37.0,3,222.0,74.0
A00000046107.jpg,22.0,3,132.0,44.0
A00000046108.jpg,26.0,3,156.0,52.0
A00000046110.jpg,43.0,3,258.0,86.0
A00000046111.jpg,11.0,3,66.0,22.0
A00000046114.jpg,13.0,3,78.0,26.0
A00000046115.jpg,25.0,3,104.0,34.666666666666664
A00000046116.jpg,29.0,3,174.0,58.0
A00000046117.jpg,12.0,3,72.0,24.0
A00000046118.jpg,11.0,3,66.0,22.0
A00000046119.jpg,21.0,3,126.0,42.0
A00000046120.jpg,33.0,3,198.0,66.0
A00000046121.jpg,9.0,3,54.0,18.0
A00000046122.jpg,13.0,3,78.0,26.0
A00000046123.jpg,10.0,3,60.0,20.0
A00000046124.jpg,23.0,3,136.0,45.333333333333336
A00000046137.jpg,10.0,3,60.0,20.0
A00000046138.jpg,12.0,3,72.0,24.0
A00000046154.jpg,17.0,3,102.0,34.0
A00000046171.jpg,25.0,3,150.0,50.0
A00000046172.jpg,52.0,3,312.0,104.0
A00000046173.jpg,52.0,3,312.0,104.0
A00000046174.jpg,14.0,3,84.0,28.0
A00000046175.jpg,14.0,3,84.0,28.0
A00000046176.jpg,10.0,3,58.0,19.333333333333332
A00000046177.jpg,41.0,3,246.0,82.0
A00000046178.jpg,10.0,3,60.0,20.0
A00000046179.jpg,14.0,3,84.0,28.0
A00000046180.jpg,57.0,3,342.0,114.0
A00000046181.jpg,24.0,3,144.0,48.0
A00000046182.jpg,21.0,3,126.0,42.0
A00000046183.jpg,99.0,3,642.0,214.0
A00000046184.jpg,16.0,3,96.0,32.0
A00000046185.jpg,12.0,3,72.0,24.0
A00000046186.jpg,11.0,3,66.0,22.0
A00000046187.jpg,38.0,3,226.0,75.33333333333333
A00000046224.jpg,26.0,3,156.0,52.0
A00000046225.jpg,10.0,3,60.0,20.0
A00000046226.jpg,15.0,3,90.0,30.0
A00000046227.jpg,23.0,3,138.0,46.0
A00000046228.jpg,24.0,3,144.0,48.0
A00000046229.jpg,20.0,3,120.0,40.0
A00000046298.jpg,23.0,3,138.0,46.0
A00000046299.jpg,23.0,3,138.0,46.0
A00000046300.jpg,16.0,3,96.0,32.0
A00000046301.jpg,21.0,3,126.0,42.0
A00000046305.jpg,31.0,3,186.0,62.0
A00000051604.jpg,49.0,2,196.0,98.0
A00000069242.jpg,1.0,3,6.0,2.0
A00000069243.jpg,1.0,3,6.0,2.0
A00000069244.jpg,4.0,3,20.0,6.666666666666667
A00000069246.jpg,35.0,3,210.0,70.0
A00000069247.jpg,20.0,3,120.0,40.0
A00000069257.jpg,1.0,3,6.0,2.0
A00000069258.jpg,1.0,3,6.0,2.0
A00000069259.jpg,1.0,3,6.0,2.0
A00000069261.jpg,1.0,3,6.0,2.0
A00000069265.jpg,1.0,3,6.0,2.0
A00000069266.jpg,1.0,3,6.0,2.0
A00000069267.jpg,1.0,3,6.0,2.0
A00000069270.jpg,1.0,3,6.0,2.0
A00000069271.jpg,3.0,3,18.0,6.0
A00000069273.jpg,25.0,3,150.0,50.0
A00000126375.jpg,30.0,3,180.0,60.0
A00000156508.jpg,17.0,3,102.0,34.0
BART_002.S.20180712.SYNIMP.01.jpg,5.0,3,30.0,10.0
BART_002.W.20180809.PTECORI.01.jpg,1.0,3,6.0,2.0
BART_018.S.20180906.SYNIMP.01.jpg,1.0,3,6.0,2.0
BART_018.W.20180712.SYNIMP.01.jpg,1.0,3,6.0,2.0
BART_066.W.20180822.CYMCRI.01.jpg,3.0,3,18.0,6.0
BART_068.E.20180627.SYNIMP.01.jpg,4.0,3,24.0,8.0
BART_079.E.20180627.SYNIMP.01.jpg,3.0,3,18.0,6.0
BART_079.E.20180905.PTEPEN.01.jpg,1.0,3,6.0,2.0
BART_079.W.20160913.PTECORI.01.jpg,1.0,3,6.0,2.0
BART_079.W.20180627.AGORET.01.jpg,1.0,3,6.0,2.0
BART_080.E.20180905.PTEPEN.01.jpg,1.0,3,6.0,2.0
BART_081.S.20180712.SYNIMP.01.jpg,6.0,3,36.0,12.0
BART_081.S.20180809.SYNIMP.01.jpg,6.0,3,36.0,12.0
DELA_005.S.20180618.CYCCON2.01.jpg,1.0,3,6.0,2.0
DELA_014.W.20180716.DICFUR2.01.jpg,1.0,3,6.0,2.0
GRSM_012.20180417.CARGOR.01.jpg,10.0,3,60.0,20.0
GRSM_020.20180417.CARGOR.01.jpg,13.0,3,78.0,26.0
GRSM_022.20180417.CARGOR.01.jpg,20.0,3,120.0,40.0
HARV_005.E.20180619.SYNIMP.01.jpg,5.0,3,30.0,10.0
HARV_008.W.20180814.PTEROS.01.jpg,2.0,3,12.0,4.0
MLBS_002.E.20180522.CARABID.07(27).jpg,27.0,3,162.0,54.0
MLBS_002.E.20180522.CARABID.D.CARGOR(30).jpg,30.0,3,180.0,60.0
MLBS_002.W.20180522.CARGOR(32).jpg,32.0,3,192.0,64.0
MLBS_008.S.20180522.CARGOR(18).jpg,18.0,3,108.0,36.0
MLBS_009.E.20180522.CARABIDS.01.jpg,29.0,3,174.0,58.0
MLBS_009.S.20180522.jpg,18.0,3,108.0,36.0
MLBS_009.W.20180522.CARABID.CARGOR(20).jpg,21.0,3,126.0,42.0
MLBS_010.E.20180522.jpg,24.0,3,144.0,48.0
MLBS_088.W.20180814.PTELAC2.jpg,11.0,3,66.0,22.0
TALL_003.S.20180725.TETCAR.01.jpg,11.0,3,66.0,22.0
